,10_28_2021,neu
Augustdorf,1372,9
Bad Salzuflen,3816,18
Barntrup,474,8
Blomberg,895,8
Detmold,4885,17
Dörentrup,265,1
Extertal,363,3
Horn-Bad Meinberg,991,1
Kalletal,766,12
Lage,2782,6
Lemgo,2417,10
Leopoldshöhe,1048,8
Lügde,327,1
Oerlinghausen,900,8
Schieder-Schwalenberg,485,2
Schlangen,383,2
