,12_22_2021,neu
Augustdorf,1841,15
Bad Salzuflen,4976,27
Barntrup,690,3
Blomberg,1314,4
Detmold,6661,37
Dörentrup,526,0
Extertal,470,2
Horn-Bad Meinberg,1298,10
Kalletal,1019,14
Lage,3648,19
Lemgo,3452,11
Leopoldshöhe,1613,12
Lügde,395,2
Oerlinghausen,1217,3
Schieder-Schwalenberg,644,2
Schlangen,692,0
