,01_22_2022,neu
Augustdorf,2195,18
Bad Salzuflen,5722,33
Barntrup,802,2
Blomberg,1569,24
Detmold,7968,83
Dörentrup,596,4
Extertal,563,1
Horn-Bad Meinberg,1585,19
Kalletal,1241,7
Lage,4353,44
Lemgo,3906,28
Leopoldshöhe,1899,8
Lügde,456,1
Oerlinghausen,1447,13
Schieder-Schwalenberg,749,7
Schlangen,817,9
