,08_06_2021,neu
Augustdorf,972,0
Bad Salzuflen,3221,6
Barntrup,387,0
Blomberg,754,0
Detmold,3710,9
Dörentrup,181,0
Extertal,319,0
Horn-Bad Meinberg,845,1
Kalletal,542,3
Lage,2257,0
Lemgo,1867,3
Leopoldshöhe,811,0
Lügde,227,1
Oerlinghausen,667,0
Schieder-Schwalenberg,399,0
Schlangen,297,0
