,12_21_2021,neu
Augustdorf,1826,24
Bad Salzuflen,4949,35
Barntrup,687,6
Blomberg,1310,8
Detmold,6624,64
Dörentrup,526,7
Extertal,468,0
Horn-Bad Meinberg,1288,5
Kalletal,1005,15
Lage,3629,31
Lemgo,3441,33
Leopoldshöhe,1601,13
Lügde,393,1
Oerlinghausen,1214,17
Schieder-Schwalenberg,642,16
Schlangen,692,9
