,08_24_2021,neu
Augustdorf,988,1
Bad Salzuflen,3355,8
Barntrup,392,2
Blomberg,770,1
Detmold,3861,16
Dörentrup,190,1
Extertal,323,0
Horn-Bad Meinberg,860,0
Kalletal,583,7
Lage,2304,6
Lemgo,1902,3
Leopoldshöhe,845,4
Lügde,247,0
Oerlinghausen,718,11
Schieder-Schwalenberg,416,0
Schlangen,312,2
