,12_10_2021,neu
Augustdorf,1680,18
Bad Salzuflen,4597,44
Barntrup,614,14
Blomberg,1207,21
Detmold,6088,87
Dörentrup,450,8
Extertal,449,4
Horn-Bad Meinberg,1204,9
Kalletal,933,10
Lage,3357,29
Lemgo,3093,50
Leopoldshöhe,1450,20
Lügde,367,1
Oerlinghausen,1103,10
Schieder-Schwalenberg,587,7
Schlangen,583,7
