,02_14_2022,neu
Augustdorf,2653,0
Bad Salzuflen,7554,0
Barntrup,1011,0
Blomberg,2122,0
Detmold,10960,0
Dörentrup,723,0
Extertal,918,0
Horn-Bad Meinberg,2063,0
Kalletal,1512,0
Lage,5581,0
Lemgo,4997,0
Leopoldshöhe,2610,0
Lügde,755,0
Oerlinghausen,1933,0
Schieder-Schwalenberg,1015,0
Schlangen,1114,0
