,09_02_2021,neu
Augustdorf,1006,2
Bad Salzuflen,3437,13
Barntrup,403,1
Blomberg,785,1
Detmold,3991,24
Dörentrup,190,0
Extertal,323,0
Horn-Bad Meinberg,867,0
Kalletal,610,0
Lage,2351,7
Lemgo,1926,6
Leopoldshöhe,872,2
Lügde,260,1
Oerlinghausen,769,4
Schieder-Schwalenberg,423,0
Schlangen,334,0
