,11_03_2021,neu
Augustdorf,1385,2
Bad Salzuflen,3856,8
Barntrup,480,0
Blomberg,911,2
Detmold,4924,5
Dörentrup,275,1
Extertal,365,0
Horn-Bad Meinberg,1000,3
Kalletal,770,3
Lage,2825,9
Lemgo,2448,5
Leopoldshöhe,1070,2
Lügde,327,0
Oerlinghausen,906,2
Schieder-Schwalenberg,488,0
Schlangen,392,0
