,06_10_2021,neu
Augustdorf,931,1
Bad Salzuflen,3124,1
Barntrup,383,0
Blomberg,745,0
Detmold,3626,0
Dörentrup,178,0
Extertal,318,0
Horn-Bad Meinberg,835,0
Kalletal,529,0
Lage,2235,1
Lemgo,1828,4
Leopoldshöhe,800,0
Lügde,221,0
Oerlinghausen,662,1
Schieder-Schwalenberg,381,0
Schlangen,282,0
