,06_11_2021,neu
Augustdorf,931,0
Bad Salzuflen,3124,0
Barntrup,383,0
Blomberg,745,0
Detmold,3627,1
Dörentrup,178,0
Extertal,318,0
Horn-Bad Meinberg,835,0
Kalletal,530,1
Lage,2236,1
Lemgo,1829,1
Leopoldshöhe,800,0
Lügde,221,0
Oerlinghausen,662,0
Schieder-Schwalenberg,381,0
Schlangen,282,0
