,12_31_2021,neu
Augustdorf,1898,6
Bad Salzuflen,5117,19
Barntrup,713,2
Blomberg,1338,3
Detmold,6905,24
Dörentrup,533,0
Extertal,481,1
Horn-Bad Meinberg,1351,6
Kalletal,1092,14
Lage,3783,12
Lemgo,3559,6
Leopoldshöhe,1695,5
Lügde,407,0
Oerlinghausen,1272,4
Schieder-Schwalenberg,662,1
Schlangen,734,14
