,09_15_2021,neu
Augustdorf,1115,9
Bad Salzuflen,3542,10
Barntrup,409,1
Blomberg,826,4
Detmold,4200,13
Dörentrup,203,1
Extertal,329,1
Horn-Bad Meinberg,894,6
Kalletal,648,3
Lage,2469,14
Lemgo,2032,12
Leopoldshöhe,919,3
Lügde,289,1
Oerlinghausen,802,2
Schieder-Schwalenberg,432,0
Schlangen,352,0
