,01_28_2022,neu
Augustdorf,2276,20
Bad Salzuflen,6043,107
Barntrup,842,11
Blomberg,1705,40
Detmold,8609,213
Dörentrup,624,11
Extertal,600,15
Horn-Bad Meinberg,1693,40
Kalletal,1291,19
Lage,4599,69
Lemgo,4057,40
Leopoldshöhe,1992,38
Lügde,521,23
Oerlinghausen,1531,31
Schieder-Schwalenberg,801,18
Schlangen,851,15
