,10_17_2021,neu
Augustdorf,1335,4
Bad Salzuflen,3701,8
Barntrup,453,1
Blomberg,871,0
Detmold,4755,13
Dörentrup,253,2
Extertal,356,1
Horn-Bad Meinberg,974,2
Kalletal,722,2
Lage,2738,3
Lemgo,2319,13
Leopoldshöhe,1000,4
Lügde,320,0
Oerlinghausen,872,2
Schieder-Schwalenberg,475,0
Schlangen,370,0
