,11_19_2021,neu
Augustdorf,1495,11
Bad Salzuflen,4060,12
Barntrup,512,4
Blomberg,999,10
Detmold,5291,39
Dörentrup,333,3
Extertal,388,2
Horn-Bad Meinberg,1086,25
Kalletal,845,9
Lage,3036,21
Lemgo,2621,9
Leopoldshöhe,1153,9
Lügde,337,0
Oerlinghausen,967,12
Schieder-Schwalenberg,517,7
Schlangen,436,2
