,10_23_2021,neu
Augustdorf,1355,6
Bad Salzuflen,3755,10
Barntrup,458,1
Blomberg,879,2
Detmold,4827,10
Dörentrup,261,5
Extertal,360,1
Horn-Bad Meinberg,984,1
Kalletal,740,2
Lage,2763,8
Lemgo,2377,13
Leopoldshöhe,1030,4
Lügde,323,0
Oerlinghausen,884,4
Schieder-Schwalenberg,477,0
Schlangen,374,0
