,12_24_2021,neu
Augustdorf,1868,4
Bad Salzuflen,5022,20
Barntrup,698,2
Blomberg,1323,5
Detmold,6750,22
Dörentrup,526,1
Extertal,474,1
Horn-Bad Meinberg,1323,10
Kalletal,1030,3
Lage,3691,10
Lemgo,3497,14
Leopoldshöhe,1641,7
Lügde,400,1
Oerlinghausen,1239,9
Schieder-Schwalenberg,652,2
Schlangen,703,5
