,08_26_2021,neu
Augustdorf,989,1
Bad Salzuflen,3377,8
Barntrup,396,1
Blomberg,774,1
Detmold,3902,24
Dörentrup,190,0
Extertal,323,0
Horn-Bad Meinberg,862,1
Kalletal,598,12
Lage,2317,9
Lemgo,1905,1
Leopoldshöhe,852,0
Lügde,253,1
Oerlinghausen,740,10
Schieder-Schwalenberg,419,1
Schlangen,318,1
