,01_25_2022,neu
Augustdorf,2225,8
Bad Salzuflen,5792,41
Barntrup,811,6
Blomberg,1600,21
Detmold,8117,66
Dörentrup,601,1
Extertal,573,8
Horn-Bad Meinberg,1609,11
Kalletal,1256,4
Lage,4418,33
Lemgo,3935,13
Leopoldshöhe,1920,11
Lügde,476,14
Oerlinghausen,1465,9
Schieder-Schwalenberg,755,4
Schlangen,820,0
