,01_23_2022,neu
Augustdorf,2217,22
Bad Salzuflen,5751,29
Barntrup,805,3
Blomberg,1579,10
Detmold,8051,83
Dörentrup,600,4
Extertal,565,2
Horn-Bad Meinberg,1598,13
Kalletal,1252,11
Lage,4385,32
Lemgo,3922,16
Leopoldshöhe,1909,10
Lügde,462,6
Oerlinghausen,1456,9
Schieder-Schwalenberg,751,2
Schlangen,820,3
