,11_13_2021,neu
Augustdorf,1452,8
Bad Salzuflen,3995,12
Barntrup,498,4
Blomberg,964,2
Detmold,5125,22
Dörentrup,310,6
Extertal,381,0
Horn-Bad Meinberg,1043,15
Kalletal,810,8
Lage,2953,13
Lemgo,2561,11
Leopoldshöhe,1127,2
Lügde,335,0
Oerlinghausen,936,3
Schieder-Schwalenberg,499,3
Schlangen,425,2
