,09_21_2021,neu
Augustdorf,1189,9
Bad Salzuflen,3592,15
Barntrup,417,2
Blomberg,838,2
Detmold,4306,25
Dörentrup,212,0
Extertal,331,0
Horn-Bad Meinberg,914,3
Kalletal,661,4
Lage,2547,16
Lemgo,2104,21
Leopoldshöhe,932,2
Lügde,301,5
Oerlinghausen,820,8
Schieder-Schwalenberg,443,3
Schlangen,356,0
