,09_25_2021,neu
Augustdorf,1237,9
Bad Salzuflen,3603,3
Barntrup,421,0
Blomberg,853,6
Detmold,4387,12
Dörentrup,216,1
Extertal,335,0
Horn-Bad Meinberg,921,2
Kalletal,664,1
Lage,2599,11
Lemgo,2156,8
Leopoldshöhe,941,1
Lügde,310,1
Oerlinghausen,826,0
Schieder-Schwalenberg,448,1
Schlangen,361,0
