,12_16_2021,neu
Augustdorf,1752,16
Bad Salzuflen,4789,44
Barntrup,649,6
Blomberg,1278,11
Detmold,6393,50
Dörentrup,498,3
Extertal,467,1
Horn-Bad Meinberg,1253,16
Kalletal,966,7
Lage,3506,31
Lemgo,3276,33
Leopoldshöhe,1538,16
Lügde,378,2
Oerlinghausen,1162,13
Schieder-Schwalenberg,607,4
Schlangen,665,28
