,11_27_2021,neu
Augustdorf,1546,10
Bad Salzuflen,4190,16
Barntrup,533,1
Blomberg,1051,12
Detmold,5519,30
Dörentrup,386,7
Extertal,408,1
Horn-Bad Meinberg,1123,5
Kalletal,871,3
Lage,3130,10
Lemgo,2754,24
Leopoldshöhe,1250,22
Lügde,345,2
Oerlinghausen,1010,4
Schieder-Schwalenberg,531,2
Schlangen,472,3
