,11_08_2021,neu
Augustdorf,1424,0
Bad Salzuflen,3922,0
Barntrup,485,0
Blomberg,939,0
Detmold,5008,0
Dörentrup,283,0
Extertal,371,0
Horn-Bad Meinberg,1014,0
Kalletal,779,0
Lage,2874,0
Lemgo,2498,0
Leopoldshöhe,1097,0
Lügde,332,0
Oerlinghausen,916,0
Schieder-Schwalenberg,489,0
Schlangen,405,0
