,09_24_2021,neu
Augustdorf,1228,7
Bad Salzuflen,3600,2
Barntrup,421,0
Blomberg,847,1
Detmold,4375,24
Dörentrup,215,3
Extertal,335,2
Horn-Bad Meinberg,919,0
Kalletal,663,1
Lage,2588,13
Lemgo,2148,11
Leopoldshöhe,940,4
Lügde,309,2
Oerlinghausen,826,2
Schieder-Schwalenberg,447,1
Schlangen,361,1
