,08_11_2021,neu
Augustdorf,972,0
Bad Salzuflen,3251,13
Barntrup,387,0
Blomberg,758,2
Detmold,3728,8
Dörentrup,183,2
Extertal,319,0
Horn-Bad Meinberg,850,1
Kalletal,543,1
Lage,2264,6
Lemgo,1873,4
Leopoldshöhe,817,2
Lügde,229,1
Oerlinghausen,672,3
Schieder-Schwalenberg,402,2
Schlangen,297,0
