,10_21_2021,neu
Augustdorf,1340,3
Bad Salzuflen,3733,17
Barntrup,454,0
Blomberg,875,1
Detmold,4800,15
Dörentrup,255,0
Extertal,359,2
Horn-Bad Meinberg,982,3
Kalletal,736,6
Lage,2750,3
Lemgo,2350,10
Leopoldshöhe,1016,4
Lügde,321,0
Oerlinghausen,878,5
Schieder-Schwalenberg,475,0
Schlangen,372,0
