,09_12_2021,neu
Augustdorf,1098,16
Bad Salzuflen,3524,2
Barntrup,408,0
Blomberg,818,1
Detmold,4166,24
Dörentrup,202,6
Extertal,328,0
Horn-Bad Meinberg,884,3
Kalletal,645,2
Lage,2441,14
Lemgo,2012,7
Leopoldshöhe,907,1
Lügde,288,0
Oerlinghausen,799,1
Schieder-Schwalenberg,428,0
Schlangen,349,2
