,01_31_2022,neu
Augustdorf,2306,0
Bad Salzuflen,6155,0
Barntrup,863,0
Blomberg,1736,0
Detmold,8835,0
Dörentrup,631,0
Extertal,614,0
Horn-Bad Meinberg,1720,0
Kalletal,1308,0
Lage,4659,0
Lemgo,4137,0
Leopoldshöhe,2027,0
Lügde,533,0
Oerlinghausen,1565,0
Schieder-Schwalenberg,817,0
Schlangen,870,0
