,10_04_2021,neu
Augustdorf,1303,0
Bad Salzuflen,3637,0
Barntrup,440,0
Blomberg,859,0
Detmold,4516,0
Dörentrup,232,0
Extertal,338,0
Horn-Bad Meinberg,942,0
Kalletal,686,0
Lage,2676,0
Lemgo,2220,0
Leopoldshöhe,958,0
Lügde,313,0
Oerlinghausen,847,0
Schieder-Schwalenberg,459,0
Schlangen,368,0
