,10_30_2021,neu
Augustdorf,1381,4
Bad Salzuflen,3843,14
Barntrup,476,2
Blomberg,906,6
Detmold,4908,9
Dörentrup,269,1
Extertal,365,1
Horn-Bad Meinberg,993,0
Kalletal,767,0
Lage,2799,8
Lemgo,2435,10
Leopoldshöhe,1059,4
Lügde,327,0
Oerlinghausen,904,3
Schieder-Schwalenberg,488,1
Schlangen,389,3
