,06_05_2021,neu
Augustdorf,924,2
Bad Salzuflen,3112,4
Barntrup,383,0
Blomberg,745,0
Detmold,3620,4
Dörentrup,178,0
Extertal,318,0
Horn-Bad Meinberg,831,2
Kalletal,525,0
Lage,2230,1
Lemgo,1817,3
Leopoldshöhe,800,0
Lügde,220,0
Oerlinghausen,659,1
Schieder-Schwalenberg,381,0
Schlangen,281,0
