,11_29_2021,neu
Augustdorf,1551,0
Bad Salzuflen,4210,0
Barntrup,540,0
Blomberg,1062,0
Detmold,5573,0
Dörentrup,386,0
Extertal,413,0
Horn-Bad Meinberg,1132,0
Kalletal,874,0
Lage,3140,0
Lemgo,2774,0
Leopoldshöhe,1268,0
Lügde,346,0
Oerlinghausen,1016,0
Schieder-Schwalenberg,537,0
Schlangen,482,0
