,10_22_2021,neu
Augustdorf,1349,9
Bad Salzuflen,3745,12
Barntrup,457,3
Blomberg,877,2
Detmold,4817,17
Dörentrup,256,1
Extertal,359,0
Horn-Bad Meinberg,983,1
Kalletal,738,2
Lage,2755,5
Lemgo,2364,14
Leopoldshöhe,1026,10
Lügde,323,2
Oerlinghausen,880,2
Schieder-Schwalenberg,477,2
Schlangen,374,2
