,10_25_2021,neu
Augustdorf,1357,0
Bad Salzuflen,3759,0
Barntrup,460,0
Blomberg,880,0
Detmold,4840,0
Dörentrup,261,0
Extertal,360,0
Horn-Bad Meinberg,986,0
Kalletal,749,0
Lage,2768,0
Lemgo,2393,0
Leopoldshöhe,1033,0
Lügde,323,0
Oerlinghausen,887,0
Schieder-Schwalenberg,480,0
Schlangen,379,0
