,10_06_2021,neu
Augustdorf,1314,10
Bad Salzuflen,3658,14
Barntrup,444,4
Blomberg,862,3
Detmold,4546,24
Dörentrup,237,5
Extertal,345,5
Horn-Bad Meinberg,946,2
Kalletal,692,6
Lage,2695,14
Lemgo,2243,21
Leopoldshöhe,965,5
Lügde,313,0
Oerlinghausen,854,4
Schieder-Schwalenberg,462,2
Schlangen,368,0
