,08_16_2021,neu
Augustdorf,975,0
Bad Salzuflen,3281,0
Barntrup,387,0
Blomberg,761,0
Detmold,3763,0
Dörentrup,187,0
Extertal,319,0
Horn-Bad Meinberg,856,0
Kalletal,564,0
Lage,2274,0
Lemgo,1879,0
Leopoldshöhe,818,0
Lügde,235,0
Oerlinghausen,676,0
Schieder-Schwalenberg,409,0
Schlangen,301,0
