,11_18_2021,neu
Augustdorf,1484,9
Bad Salzuflen,4048,11
Barntrup,508,2
Blomberg,989,5
Detmold,5252,30
Dörentrup,330,6
Extertal,386,1
Horn-Bad Meinberg,1061,5
Kalletal,836,7
Lage,3015,12
Lemgo,2612,14
Leopoldshöhe,1144,5
Lügde,337,0
Oerlinghausen,955,5
Schieder-Schwalenberg,510,4
Schlangen,434,4
