,09_27_2021,neu
Augustdorf,1240,0
Bad Salzuflen,3609,0
Barntrup,422,0
Blomberg,854,0
Detmold,4403,0
Dörentrup,217,0
Extertal,335,0
Horn-Bad Meinberg,925,0
Kalletal,664,0
Lage,2614,0
Lemgo,2170,0
Leopoldshöhe,943,0
Lügde,311,0
Oerlinghausen,827,0
Schieder-Schwalenberg,450,0
Schlangen,362,0
