,09_06_2021,neu
Augustdorf,1018,0
Bad Salzuflen,3458,0
Barntrup,403,0
Blomberg,788,0
Detmold,4035,0
Dörentrup,192,0
Extertal,323,0
Horn-Bad Meinberg,870,0
Kalletal,618,0
Lage,2368,0
Lemgo,1942,0
Leopoldshöhe,888,0
Lügde,275,0
Oerlinghausen,779,0
Schieder-Schwalenberg,423,0
Schlangen,337,0
