,11_04_2021,neu
Augustdorf,1393,8
Bad Salzuflen,3875,19
Barntrup,480,0
Blomberg,913,2
Detmold,4939,15
Dörentrup,275,0
Extertal,366,1
Horn-Bad Meinberg,1002,2
Kalletal,775,5
Lage,2836,11
Lemgo,2459,11
Leopoldshöhe,1078,8
Lügde,327,0
Oerlinghausen,910,4
Schieder-Schwalenberg,488,0
Schlangen,398,6
