,11_10_2021,neu
Augustdorf,1431,7
Bad Salzuflen,3949,22
Barntrup,488,1
Blomberg,948,9
Detmold,5056,37
Dörentrup,292,9
Extertal,377,5
Horn-Bad Meinberg,1020,5
Kalletal,789,10
Lage,2908,29
Lemgo,2525,22
Leopoldshöhe,1111,9
Lügde,334,2
Oerlinghausen,926,9
Schieder-Schwalenberg,492,1
Schlangen,413,6
