,01_18_2022,neu
Augustdorf,2141,25
Bad Salzuflen,5545,28
Barntrup,785,1
Blomberg,1482,19
Detmold,7598,61
Dörentrup,569,3
Extertal,546,7
Horn-Bad Meinberg,1515,9
Kalletal,1217,6
Lage,4202,26
Lemgo,3815,9
Leopoldshöhe,1851,13
Lügde,429,5
Oerlinghausen,1396,8
Schieder-Schwalenberg,726,9
Schlangen,799,1
