,10_24_2021,neu
Augustdorf,1357,2
Bad Salzuflen,3759,4
Barntrup,460,2
Blomberg,880,1
Detmold,4840,13
Dörentrup,261,0
Extertal,360,0
Horn-Bad Meinberg,986,2
Kalletal,749,9
Lage,2768,5
Lemgo,2393,16
Leopoldshöhe,1033,3
Lügde,323,0
Oerlinghausen,887,3
Schieder-Schwalenberg,480,3
Schlangen,379,5
