,12_23_2021,neu
Augustdorf,1864,23
Bad Salzuflen,5002,26
Barntrup,696,6
Blomberg,1318,4
Detmold,6728,67
Dörentrup,525,-1
Extertal,473,3
Horn-Bad Meinberg,1313,15
Kalletal,1027,8
Lage,3681,33
Lemgo,3483,31
Leopoldshöhe,1634,21
Lügde,399,4
Oerlinghausen,1230,13
Schieder-Schwalenberg,650,6
Schlangen,698,6
