,12_14_2021,neu
Augustdorf,1716,12
Bad Salzuflen,4700,44
Barntrup,635,8
Blomberg,1248,18
Detmold,6260,60
Dörentrup,475,8
Extertal,460,5
Horn-Bad Meinberg,1228,9
Kalletal,952,9
Lage,3434,19
Lemgo,3193,29
Leopoldshöhe,1488,15
Lügde,373,5
Oerlinghausen,1129,9
Schieder-Schwalenberg,599,6
Schlangen,626,17
