,06_15_2021,neu
Augustdorf,931,0
Bad Salzuflen,3127,1
Barntrup,383,0
Blomberg,748,2
Detmold,3628,0
Dörentrup,178,0
Extertal,318,0
Horn-Bad Meinberg,835,0
Kalletal,530,0
Lage,2245,9
Lemgo,1834,2
Leopoldshöhe,801,1
Lügde,221,0
Oerlinghausen,663,0
Schieder-Schwalenberg,381,0
Schlangen,282,0
