,10_16_2021,neu
Augustdorf,1331,-2
Bad Salzuflen,3693,7
Barntrup,452,0
Blomberg,871,0
Detmold,4742,11
Dörentrup,251,2
Extertal,355,0
Horn-Bad Meinberg,972,3
Kalletal,720,5
Lage,2735,3
Lemgo,2306,1
Leopoldshöhe,996,0
Lügde,320,1
Oerlinghausen,870,2
Schieder-Schwalenberg,475,0
Schlangen,370,-1
