,11_28_2021,neu
Augustdorf,1551,5
Bad Salzuflen,4210,20
Barntrup,540,7
Blomberg,1062,11
Detmold,5573,54
Dörentrup,386,0
Extertal,413,5
Horn-Bad Meinberg,1132,9
Kalletal,874,3
Lage,3140,10
Lemgo,2774,20
Leopoldshöhe,1268,18
Lügde,346,1
Oerlinghausen,1016,6
Schieder-Schwalenberg,537,6
Schlangen,482,10
