,01_06_2022,neu
Augustdorf,1923,4
Bad Salzuflen,5226,48
Barntrup,750,7
Blomberg,1354,2
Detmold,7066,57
Dörentrup,547,2
Extertal,501,8
Horn-Bad Meinberg,1393,15
Kalletal,1146,16
Lage,3918,42
Lemgo,3638,38
Leopoldshöhe,1740,17
Lügde,408,0
Oerlinghausen,1297,2
Schieder-Schwalenberg,678,8
Schlangen,759,8
