,10_26_2021,neu
Augustdorf,1358,1
Bad Salzuflen,3770,11
Barntrup,462,2
Blomberg,882,2
Detmold,4851,11
Dörentrup,262,1
Extertal,360,0
Horn-Bad Meinberg,988,2
Kalletal,750,1
Lage,2770,2
Lemgo,2395,2
Leopoldshöhe,1034,1
Lügde,323,0
Oerlinghausen,890,3
Schieder-Schwalenberg,482,2
Schlangen,379,0
