,09_30_2021,neu
Augustdorf,1271,21
Bad Salzuflen,3621,6
Barntrup,432,2
Blomberg,857,1
Detmold,4467,33
Dörentrup,225,3
Extertal,336,1
Horn-Bad Meinberg,931,0
Kalletal,675,7
Lage,2642,13
Lemgo,2195,16
Leopoldshöhe,950,4
Lügde,312,0
Oerlinghausen,834,5
Schieder-Schwalenberg,455,4
Schlangen,367,4
