,02_12_2022,neu
Augustdorf,2606,25
Bad Salzuflen,7474,153
Barntrup,997,11
Blomberg,2103,20
Detmold,10877,169
Dörentrup,719,3
Extertal,908,42
Horn-Bad Meinberg,2053,20
Kalletal,1494,30
Lage,5525,101
Lemgo,4930,58
Leopoldshöhe,2584,45
Lügde,733,13
Oerlinghausen,1906,44
Schieder-Schwalenberg,1005,11
Schlangen,1096,28
