,08_13_2021,neu
Augustdorf,974,0
Bad Salzuflen,3265,4
Barntrup,387,0
Blomberg,760,2
Detmold,3749,12
Dörentrup,185,2
Extertal,319,0
Horn-Bad Meinberg,851,0
Kalletal,550,5
Lage,2272,5
Lemgo,1875,1
Leopoldshöhe,818,0
Lügde,234,2
Oerlinghausen,675,1
Schieder-Schwalenberg,405,2
Schlangen,301,3
