,10_02_2021,neu
Augustdorf,1297,13
Bad Salzuflen,3633,5
Barntrup,440,6
Blomberg,859,1
Detmold,4497,12
Dörentrup,231,3
Extertal,338,2
Horn-Bad Meinberg,941,4
Kalletal,686,2
Lage,2666,12
Lemgo,2209,4
Leopoldshöhe,954,3
Lügde,313,0
Oerlinghausen,843,3
Schieder-Schwalenberg,458,2
Schlangen,368,1
