,10_14_2021,neu
Augustdorf,1330,4
Bad Salzuflen,3677,3
Barntrup,452,0
Blomberg,868,2
Detmold,4719,23
Dörentrup,247,1
Extertal,355,2
Horn-Bad Meinberg,967,6
Kalletal,712,5
Lage,2730,5
Lemgo,2295,7
Leopoldshöhe,994,8
Lügde,319,0
Oerlinghausen,868,3
Schieder-Schwalenberg,474,1
Schlangen,369,1
