,12_19_2021,neu
Augustdorf,1802,12
Bad Salzuflen,4914,40
Barntrup,681,5
Blomberg,1302,7
Detmold,6560,50
Dörentrup,519,2
Extertal,468,0
Horn-Bad Meinberg,1283,16
Kalletal,990,8
Lage,3598,17
Lemgo,3408,48
Leopoldshöhe,1588,14
Lügde,392,4
Oerlinghausen,1197,13
Schieder-Schwalenberg,626,4
Schlangen,683,5
