,10_08_2021,neu
Augustdorf,1321,5
Bad Salzuflen,3666,1
Barntrup,445,1
Blomberg,864,1
Detmold,4599,22
Dörentrup,243,3
Extertal,350,1
Horn-Bad Meinberg,955,5
Kalletal,699,4
Lage,2712,7
Lemgo,2262,4
Leopoldshöhe,974,0
Lügde,314,0
Oerlinghausen,856,0
Schieder-Schwalenberg,468,5
Schlangen,368,0
