,09_09_2021,neu
Augustdorf,1045,7
Bad Salzuflen,3480,2
Barntrup,403,0
Blomberg,794,2
Detmold,4093,23
Dörentrup,193,0
Extertal,323,0
Horn-Bad Meinberg,873,0
Kalletal,631,1
Lage,2394,5
Lemgo,1977,4
Leopoldshöhe,893,3
Lügde,280,1
Oerlinghausen,785,1
Schieder-Schwalenberg,424,0
Schlangen,339,0
