,01_11_2022,neu
Augustdorf,1987,15
Bad Salzuflen,5295,19
Barntrup,769,1
Blomberg,1400,17
Detmold,7228,42
Dörentrup,550,0
Extertal,514,1
Horn-Bad Meinberg,1436,14
Kalletal,1177,4
Lage,4020,16
Lemgo,3704,13
Leopoldshöhe,1769,9
Lügde,415,2
Oerlinghausen,1333,9
Schieder-Schwalenberg,694,5
Schlangen,778,3
